movieId,title,genres,directedBy,starring
64497,Day the Earth Stood Still|The (2008),Drama|Sci-Fi|Thriller|IMAX,David Cronenberg,Marilyn Chambers
64499,Che: Part One (2008),Drama|War,Richard Donner,Lorraine Bracco|John Heard|Adam Baldwin|Elijah Wood|Joseph Mazzello
64501,Che: Part Two (2008),Drama|War,Russell Mulcahy,Kim Basinger|Val Kilmer|Terence Stamp|Gailard Sartain|Raynor Scheine
64575,Doubt (2008),Drama|Mystery,Tony Scott,Kevin Costner|Anthony Quinn|Madeleine Stowe|Miguel Ferrer|Tomas Milian|James Gammon|Jesse Corti|Joaqu\u00edn Mart\u00ednez|John Leguizamo|Joe Santos|Christofer de Oni|Sally Kirkland|Kathleen Hughes
64614,Gran Torino (2008),Crime|Drama,Herbert Ross,Michael J. Fox|Helen Slater|Richard Jordan|Margaret Whitton
64620,Frost/Nixon (2008),Drama,Lukas Moodysson,Alexandra Dahlstr\u00f6m|Rebecka Liljeberg|Erica Carlson|Mathias Rust|Ralph Carlsson
64622,Reader|The (2008),Drama|Romance,Walter Hill,Michael Pare|Diane Lane|Rick Moranis|Amy Madigan|Willem Dafoe
64695,Sword of the Stranger (Sutorejia: Muk?? hadan) (2007),Action|Adventure|Animation,Rod Daniel,Michael J. Fox|James Hampton|Susan Ursitti|Jerry Levine
64716,Seven Pounds (2008),Drama,Pedro Almod\u00f3var,Victoria Abril|Marisa Paredes|Miguel Bos\u00e9
64839,Wrestler|The (2008),Drama,Rodrigo Garc\u00eda,Glenn Close|Cameron Diaz|Calista Flockhart|Kathy Baker|Amy Brenneman|Valeria Golino|Holly Hunter|Matt Craven|Gregory Hines|Miguel Sandoval|Noah Fleiss|Danny Woodburn
64957,Curious Case of Benjamin Button|The (2008),Drama|Fantasy|Mystery|Romance,Michael Apted,Val Kilmer|Sam Shepard|Graham Greene|Fred Ward|
64969,Yes Man (2008),Comedy,William Friedkin,William L. Petersen|Willem Dafoe|John Pankow|John Turturro|Darlanne Fluegel|Dean Stockwell
64983,Valkyrie (2008),Drama|Thriller|War,George Gallo,Nicolas Cage|Jon Lovitz|Dana Carvey
64993,5 Centimeters per Second (By??soku 5 senchim?�toru) (2007),Animation|Drama|Romance,Jean-Jacques Beineix,B\u00e9atrice Dalle|Jean-Hugues Anglade|G\u00e9rard Darmon|Consuelo De Haviland
64997,War of the Worlds (2005),Action|Sci-Fi,Jean-Luc Godard,Anna Karina|Saddy Rebbot|Andr\u00e9 S. Labarthe|Guylaine Schlumberger|Eric Schlumberger|Brice Parain|Gerard Hoffman
65037,Ben X (2007),Drama,David Lynch,Nicolas Cage|Laura Dern|Willem Dafoe|J.E. Freeman
65088,Bedtime Stories (2008),Adventure|Children|Comedy,Nicolas Roeg,Anjelica Huston|Jasen Fisher|Mai Zetterling|Jane Horrocks|Rowan Atkinson
65126,Choke (2008),Comedy|Drama,George Miller,Jack Nicholson|Cher|Susan Sarandon|Michelle Pfeiffer|Veronica Cartwright
65130,Revolutionary Road (2008),Drama|Romance,Michael Cimino,John Lone|Mickey Rourke|Ariane
65133,Blackadder Back & Forth (1999),Comedy,Steve Oedekerk,Tim Robbins|Martin Lawrence|John C. McGinley|Giancarlo Esposito|Kelly Preston
65135,Blackadder's Christmas Carol (1988),Comedy,Thornton Freeland,Dolores del Rio|Gene Raymond|Raul Roulien|Ginger Rogers|Fred Astaire
65188,Dear Zachary: A Letter to a Son About His Father (2008),Documentary,Mark Sandrich,Fred Astaire|Ginger Rogers|Randolph Scott|Harriet Hilliard|Astrid Allwyn|Betty Grable|Lucille Ball
65193,Wild Child (2008),Drama|Romance,Clive Donner,Peter Sellers|Peter O'Toole|Romy Schneider|Capucine|Paula Prentiss|Woody Allen|Ursula Andress
65216,Defiance (2008),Drama|Thriller|War,John Ford|Leslie Goodwins,Katharine Hepburn|Fredric March|John Carradine|Alan Mowbray|Donald Crisp
65225,Zeitgeist: Addendum (2008),Documentary,William A. Seiter,Irene Dunne|Fred Astaire|Ginger Rogers|Randolph Scott|Helen Westley|Lucille Ball|William Frawley
65230,Marley & Me (2008),Comedy|Drama,Mervyn LeRoy,June Allyson|Peter Lawford|Margaret O'Brien|Elizabeth Taylor|Janet Leigh|Rossano Brazzi|Mary Astor
65261,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy,George Stevens,Fred Astaire|Ginger Rogers|Victor Moore|Helen Broderick
65350,General Died at Dawn|The (1936),Adventure|Crime|Thriller,William A. Wellman,James Cagney|Edward Woods|Jean Harlow|Joan Blondell
65359,Earthsea (Legend of Earthsea) (2004),Adventure|Drama|Fantasy,William Dieterle|Max Reinhardt,James Cagney|Joe E. Brown|Dick Powell|Mickey Rooney|Victor Jory|Ian Hunter|Olivia de Havilland
65514,Ip Man (2008),Action|Drama|War,Michael Curtiz,William Powell|Irene Dunne|Elizabeth Taylor|Edmund Gwenn
65577,Tale of Despereaux|The (2008),Adventure|Animation|Children|Comedy|Fantasy,Clarence Brown,Elizabeth Taylor|Mickey Rooney|Donald Crisp|Anne Revere|Angela Lansbury
65585,Bride Wars (2009),Comedy|Romance,Norman Jewison,Ted Neeley|Carl Anderson|Yvonne Elliman|Barry Dennen|Josh Mostel
65588,Gamers|The: Dorkness Rising (2008),Action|Adventure|Comedy|Fantasy,Edmund Goulding,Bette Davis|George Brent|Humphrey Bogart|Geraldine Fitzgerald
65596,Mesrine: Killer Instinct (L'instinct de mort) (2008),Action|Crime|Drama|Thriller,John Frankenheimer,Burt Lancaster|Karl Malden|Thelma Ritter|Neville Brand|Betty Field|Telly Savalas
65601,My Bloody Valentine 3-D (2009),Horror|Thriller,Werner Herzog,Klaus Kinski|Helena Rojo|Del Negro|Ruy Guerra|Peter Berling
65631,Battle in Seattle (2007),Action|Drama,Jean Cocteau|Ren\u00e9 Cl\u00e9ment,Jean Marais|Josette Day|Mila Par\u00e9ly|Nane Germon|Michel Auclair
65642,Timecrimes (Cronocr?�menes|Los) (2007),Sci-Fi|Thriller,D.W. Griffith,Lillian Gish|Mae Marsh|Henry B. Walthall|Miriam Cooper
65651,Fire and Ice (2008),Adventure|Fantasy,Zhuangzhuang Tian,Tian Yi|Wenyao Zhang|Xiaoman Chen|Liping Lu|Quanxin Pu|Xuejian Li
65682,Underworld: Rise of the Lycans (2009),Action|Fantasy|Horror|Thriller,Federico Fellini,Giulietta Masina|Sandra Milo|Mario Pisu
65685,Inkheart (2008),Adventure|Fantasy,Alain Resnais,Delphine Seyrig|Giorgio Albertazzi|Sacha Pitoeff
65738,Revenge of the Nerds III: The Next Generation (1992),Comedy,Roman Polanski,Jon Finch|Francesca Annis|Martin Shaw|Terence Bayler|John Stride
65740,Revenge of the Nerds IV: Nerds in Love (1994),Comedy|Romance,Howard Hawks|Arthur Rosson,John Wayne|Montgomery Clift|Joanne Dru|Walter Brennan|Coleen Gray
65802,Paul Blart: Mall Cop (2009),Action|Comedy|Crime,John Cassavetes,Gena Rowlands|Peter Falk
65810,Notorious (2009),Drama|Musical,John Ford,Claire Trevor|John Wayne|Andy Devine|John Carradine|Thomas Mitchell
65882,Uninvited|The (2009),Drama|Horror|Mystery|Thriller,Blake Edwards,Peter Sellers|Elke Sommer|Herbert Lom|George Sanders|Tracy Reed
65982,Outlander (2008),Action|Adventure|Sci-Fi,Buster Keaton|Donald Crisp,Buster Keaton|Frederick Vroom|Kathryn McGuire
66090,Eden Lake (2008),Horror|Thriller,Melvin Frank|Norman Panama,Danny Kaye|Glynis Johns|Basil Rathbone|Angela Lansbury|Cecil Parker
66097,Coraline (2009),Animation|Fantasy|Thriller,Peter Yates,Steve McQueen|Robert Vaughn|Jacqueline Bisset|Don Gordon|Robert Duvall
66171,Push (2009),Sci-Fi|Thriller,D.W. Griffith,Lillian Gish|Richard Barthelmess|Lowell Sherman|Burr McIntosh|Creighton Hale
66198,International|The (2009),Drama|Thriller,William Wyler,Bette Davis|Henry Fonda|George Brent|Margaret Lindsay|Donald Crisp|Fay Bainter
66203,He's Just Not That Into You (2009),Comedy|Drama|Romance,William Dieterle,Charles Laughton|Cedric Hardwicke|Thomas Mitchell|Maureen O'Hara|Edmond O'Brien
66240,Dead Like Me: Life After Death (2009),Comedy|Fantasy,Lloyd Bacon|Busby Berkeley,Ruby Keeler|Dick Powell|Bebe Daniels|Warner Baxter
66297,Futurama: Into the Wild Green Yonder (2009),Action|Animation|Comedy|Sci-Fi,Wesley Ruggles,Mae West|Cary Grant|Gregory Ratoff|Edward Arnold|Ralf Harolde
66310,Fronti?�re(s) (2007),Drama|Horror|Thriller,Delbert Mann,Cary Grant|Doris Day|Gig Young|Audrey Meadows|Alan Hewitt|John Astin
66320,11th Hour|The (2007),Documentary,Karel Reisz,Jessica Lange|Ed Harris|Ann Wedgeworth|David Clennon
66335,Afro Samurai: Resurrection (2009),Animation,Herbert Ross,Woody Allen|Diane Keaton|Tony Roberts|Jerry Lacy
66371,Departures (Okuribito) (2008),Drama,Norman Jewison,Rock Hudson|Doris Day|Tony Randall|Paul Lynde|Hal March
66427,My Name Is Bruce (2007),Comedy|Horror,Anthony Asquith|Leslie Howard,Leslie Howard|Wendy Hiller|Scott Sunderland|Wilfrid Lawson|Marie Lohr|Esme Percy|Leo Genn|Patrick Macnee|Anthony Quayle
66509,Funny People (2009),Comedy|Drama,David Lean,Judy Davis|Victor Banerjee|Peggy Ashcroft|James Fox|Alec Guinness
66511,Berlin Calling (2008),Comedy|Drama,Marcel Camus,Breno Mello|Marpessa Dawn|Lourdes de Oliveira|Ademar Da Silva
66544,Nuremberg (2000),Drama|War,Federico Fellini,Pupella Maggio|Armando Brancia|Magali No\u00ebl|Ciccio Ingrassia|Bruno Zanin
66665,Away We Go (2009),Comedy|Drama|Romance,Yimou Zhang,Jet Li|Tony Leung Chiu Wai|Maggie Cheung|Ziyi Zhang|Daoming Chen|Donnie Yen
66744,Divo|Il (2008),Drama,Norman Z. McLeod,Groucho Marx|Harpo Marx|Chico Marx|Zeppo Marx|Thelma Todd|David Landau
66783,Friday the 13th (2009),Horror,Clarence Brown,Greta Garbo|Fredric March|Freddie Bartholomew|Maureen O'Sullivan|Basil Rathbone
66785,Good|the Bad|the Weird|The (Joheunnom nabbeunnom isanghannom) (2008),Action|Adventure|Comedy|Western,Billy Wilder,Jack Lemmon|Walter Matthau|Vincent Gardenia|Susan Sarandon|Austin Pendelton
66798,Pink Panther 2|The (2009),Adventure|Comedy|Mystery,Russell DeGrazier,Matthew Settle|Tom Everett Scott|Gretchen Mol|Samantha Mathis|Josh Hutchinson|Michelle Stafford
66915,Rock-A-Doodle (1991),Adventure|Animation|Children|Musical,Richard Brooks,Diane Keaton|Tuesday Weld|William Atherton|Richard Kiley|Richard Gere|Tom Berenger
66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,Thomas Riedelsheimer,Andy Goldsworthy
66943,Cottage|The (2008),Comedy|Crime|Horror|Thriller,Christian Carion,Michael Serrault|Mathilde Seigner|Jean-Paul Roussillon|Marc Berman
67087,I Love You|Man (2009),Comedy,John Boulting|Roy Boulting,Barry Jones|Andr\u00e9 Morell|Hugh Cross|Sheila Manahan|Olive Sloane
67168,Dance of the Dead (2008),Adventure|Comedy|Horror,Hayao Miyazaki,Sumi Shimamoto|Mahito Tsujimura|Hisako Ky\u00f4da|Gor\u00f4 Naya|Ichir\u00f4 Nagai
67186,Haunting in Connecticut|The (2009),Horror|Thriller,Chris Menges,Goldie Hawn|Arliss Howard|James Gammon|David Arnott|Keith Carradine|Steve Buscemi
67193,Duplicity (2009),Crime|Romance|Thriller,Michael Caton-Jones,Michael J. Fox|Julie Warner|Barnard Hughes|Woody Harrelson|Bridget Fonda
67197,Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller,Tom Mankiewicz,Dan Aykroyd|Tom Hanks|Christopher Plummer|Harry Morgan|Alexandra Paul
67255,Girl with the Dragon Tattoo|The (M?�n som hatar kvinnor) (2009),Crime|Drama|Mystery|Thriller,Tom Ropelewski,John Larroquette|Kirstie Alley|John Diehl|Dennis Miller
67267,Sunshine Cleaning (2008),Comedy|Drama,Steven Spielberg,Dan Aykroyd|Ned Beatty|John Belushi|Lorraine Gary|Murray Hamilton
67295,Kung Fu Panda: Secrets of the Furious Five (2008),Action|Animation|Children|Comedy,Michael Corrente,Robert Duvall|Michael Keaton|Ally McCoist|Brian Cox|Kirsty Mitchell
67361,Echelon Conspiracy (2009),Action|Mystery|Thriller,Jean-Jacques Annaud,Jean Carmet|Jacques Dufilho|Catherine Rouvel|Jacques Spiesser
67408,Monsters vs. Aliens (2009),Animation|Sci-Fi|IMAX,Colin Higgins,Goldie Hawn|Chevy Chase|Burgess Meredith|Rachel Roberts|Eugene Roche|Dudley Moore|Brian Dennehy
67508,Baader Meinhof Komplex|Der (2008),Action|Crime|Drama|Thriller,Kirk Wong|Jackie Chan,Jackie Chan|Kent Cheng|Fat Chung|Law Hang Kang|Sau Leung 'Blacky' Ko|Mars
67534,Big Stan (2007),Comedy,Michelangelo Antonioni|Wim Wenders,Fanny Ardant|Chiara Caselli|Ir\u00e8ne Jacob|John Malkovich|Sophie Marceau|Jean Reno
67618,Strictly Sexual (2008),Comedy|Drama|Romance,Yasuzo Masumura,Eiji Funakoshi|Mako Midori|Noriko Sengoku
67665,Anvil! The Story of Anvil (2008),Documentary|Musical,David Lean,Robert Mitchum|Trevor Howard|Sarah Miles|Christopher Jones|John Mills
67695,Observe and Report (2009),Action|Comedy,Joseph Losey,Dirk Bogarde|Stanley Baker|Jacqueline Sassard|Michael York|Vivien Merchant
67734,Adventureland (2009),Comedy|Drama,Nicol\u00e1s Echevarr\u00eda,Juan Diego|Daniel Gim\u00e9nez Cacho|Roberto Sosa|Carlos Casta\u00f1\u00f3n|Gerardo Villareal
67788,Confessions of a Shopaholic (2009),Comedy|Romance,William Wyler,Terence Stamp|Samantha Eggar|Mona Washbourne|Maurice Dallimore
67799,The Butterfly Effect 3: Revelations (2009),Drama|Fantasy|Sci-Fi|Thriller,Dario Argento,David Hemmings|Daria Nicolodi|Gabriele Lavia|Macha M\u00e9ril|Clara Calamai
67888,Man on the Flying Trapeze (1935),Comedy,Henri-Georges Clouzot,Simone Signoret|V\u00e9ra Clouzot|Paul Meurisse|Charles Vanel|Jean Brochard
67923,Fast & Furious (Fast and the Furious 4|The) (2009),Action|Crime|Drama|Thriller,Mark Jones,Jennifer Aniston|Warwick Davis
67997,In the Loop (2009),Comedy,Hiroyuki Yamaga,
68073,Pirate Radio (2009),Comedy|Drama,Tony Bill,Dudley Moore|Daryl Hannah|Paul Reiser|J.T. Walsh|Bill Smitrovich|Alan North
68135,17 Again (2009),Comedy|Drama,Richard Friedman,Kane Hodder|Tippi Hedren|Samaire Armstrong|Jaime Bergman
68157,Inglourious Basterds (2009),Action|Drama|War,George Cukor,Spencer Tracy|Katharine Hepburn|Judy Holliday|Tom Ewell|David Wayne
68159,State of Play (2009),Crime|Drama|Thriller,Philippe de Broca,Alan Bates|Michel Serrault|Pierre Brasseur|Jean-Claude Brialy|Genevi\u00e8ve Bujold|Adolfo Celi|Fran\u00e7oise Christophe
68194,Damned United|The (2009),Drama,David Cronenberg,Peter Weller|Judy Davis|Ian Holm|Julian Sands|Roy Scheider
68205,Crank: High Voltage (2009),Action|Comedy|Crime,Ron Mann,Woody Harrelson
68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller,Tom Gilroy,Ned Beatty|Liev Schreiber|Campbell Scott|Ian Hart|Peri Gilpin
68269,Young Victoria|The (2009),Drama|Romance,John Cassavetes,Ben Gazzara|Seymour Cassel|Timothy Carey
68319,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,Geoff Burrowes,Patrick Dempsey|Kelly Preston|Ken Pogue|Alan C. Peterson|James Kidnie
68347,Sin Nombre (2009),Crime|Drama|Thriller,William Cameron Menzies,Raymond Massey|Edward Chapman|Ralph Richardson|Margaretta Scott
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,Jon Amiel,Vittorio Duse|Joseph Long|Anita Zagaria|Eileen Way|Vittorio Amandola
68444,Great Buck Howard|The (2008),Comedy,John Schlesinger,Julie Christie|Laurence Harvey|Dirk Bogarde|Jos\u00e9 Luis de Villalonga|Roland Curram
68480,Flatfoot on the Nile (Piedone d'Egitto) (1980),Action|Comedy|Crime,Delmer Daves,Richard Egan|Dorothy McGuire|Sandra Dee|Arthur Kennedy|Troy Donahue
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),Action|Drama|War,Sam Wood,Groucho Marx|Chico Marx|Harpo Marx|Kitty Carlisle|Allan Jones
68522,Earth (2007),Documentary,Charles Band,Jeffrey Byron|Michael Preston|Tim Thomerson|Kelly Preston
68536,Stanley Kubrick: A Life in Pictures (2001),Documentary,Lars von Trier,Michael Elphick|Esmond Knight|Me Me Lai|Jerold Wells|Ahmed El Shenawi
68552,Crossing Over (2009),Drama,Fran\u00e7ois Truffaut,Charles Aznavour|Marie Dubois|Nicole Berger|Mich\u00e8le Mercier|Jean-Jacques Aslanian
68554,Angels & Demons (2009),Crime|Drama|Mystery|Thriller,Fran\u00e7ois Truffaut,Jean-Pierre L\u00e9aud|Delphine Seyrig|Claude Jade|Michael Lonsdale
68597,Scorpio (1973),Action|Drama|Thriller,Wayne Kramer,William H. Macy| Alec Baldwin|Maria Bello|Shawn Hatosy|Ron Livingston|Paul Sorvino|Estella Warren|Arthur J. Nascarella|Joey Fatone|M.C. Gainey|Tony Longo
68600,Balls Out: Gary the Tennis Coach (2009),Comedy,Pablo Trapero,Jorge Rom\u00e1n|Mim\u00ed Ard\u00fa|Dario Levy|Victor Hugo Carrizo
68650,Powder Blue (2009),Drama,Jim Sheridan,Paddy Considine|Samantha Morton|Sarah Bolger|Emma Bolger|Djimon Hounsou
68659,Fanboys (2009),Adventure|Comedy|Drama,Charles Atlas,Leigh Bowery
68791,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,Jonathan Karsh,Susan Tom
68793,Night at the Museum: Battle of the Smithsonian (2009),Action|Comedy|IMAX,Bille Woodruff,Jessica Alba|Lil' Romeo|Mekhi Phifer|David Moscow
68835,Were the World Mine (2008),Adventure|Fantasy|Musical|Romance,Edward Zwick,Ken Watanabe|Tom Cruise|William Atherton|Chad Lindberg|Billy Connolly|Tony Goldwyn|Masato Harada|Masashi Odate|Timothy Spall|Togo Igawa|Hiroyuki Sanada|Scott Wilson|Hiroshi Watanabe
68848,Brothers Bloom|The (2008),Adventure|Comedy|Crime|Romance,Samir,Shimon Ballas|Moshe Houri|Sami Michael|Samir Naqqash
68872,Paisan (Pais?�) (1946),Drama|War,Malcolm Clarke|Stuart Sender,Kurt Gerron|Ian Holm|Peter Lorre|Maurice Rossel
68886,I Do: How to Get Married and Stay Single (Pr?�te-moi ta main) (2006),Comedy|Romance,A. Dean Bell,Judith Ivey|Bill Raymond|Emily Grace|Michael C. Maronna|Jane Lincoln Taylor
68932,Soloist|The (2009),Drama|Musical,Tim Burton,Ewan McGregor|Albert Finney|Billy Crudup|Jessica Lange|Helena Bonham Carter|Alison Lohman|Steve Buscemi|Danny DeVito|Matthew McGrory
68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekij??-ban: Shito shinsei) (1997),Action|Animation|Mystery|Sci-Fi,Troy Beyer,Nick Cannon|Jordan Burg|Jackie Benoit|George Cedar
68952,Drag Me to Hell (2009),Comedy|Horror,Nancy Meyers,Jack Nicholson|Diane Keaton|Amanda Peet|Keanu Reeves
68954,Up (2009),Adventure|Animation|Children|Drama,Peter Farrelly|Bobby Farrelly,Matt Damon|Greg Kinnear|Eva Mendes|Wen Yann Shih|Pat Crawford Brown|Cher|Seymour Cassel|Griffin Dunne|Skyler Stone|Michael Callan|Dane Cook|Peter Dante|Jeffrey Ross|Jay Leno|Luke Wilson|Tom Brady|Rhona Mitra|Mary Hart|Frankie Muniz|Meryl Streep|Jesse Ventura
68959,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekij??-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),Action|Adventure|Animation|Drama,Peter Webber,Scarlett Johansson|Colin Firth|Tom Wilkinson|Judy Parfitt|Cillian Murphy
69069,Fired Up (2009),Comedy,Norman Jewison,Michael Caine|Tilda Swinton|Jeremy Northam|Alan Bates|Charlotte Rampling|John Neville|Ciar\u00e1n Hinds|Matt Craven|Noam Jenkins|Peter Wight|Malcolm Sinclair|Colin Salmon
69118,In the Electric Mist (2009),Drama|Mystery,Peter Jackson,Sean Astin|Ian McKellen|Viggo Mortensen|Elijah Wood|Sean Bean|Cate Blanchett|Orlando Bloom|Billy Boyd|Bernard Hill|Ian Holm|Dominic Monaghan|Miranda Otto|John Rhys-Davies|Andy Serkis|Liv Tyler|Karl Urban|Hugo Weaving|David Wenham
69122,Hangover|The (2009),Comedy|Crime,Mike Newell,Julia Roberts|Kirsten Dunst|Julia Stiles|Maggie Gyllenhaal
69131,Killshot (2008),Action|Crime|Drama|Thriller,Nigel Cole,Helen Mirren|Julie Walters|John Alderton|Linda Bassett|Annette Crosbie|Philip Glenister|Ciar\u00e1n Hinds|Celia Imrie|Geraldine James|John Sharian|Jay Leno|Matt Malloy|Patton Oswalt|Scott Ian
69134,Antichrist (2009),Drama|Fantasy,Errol Morris,Robert McNamara
69140,Sweeney Todd (2006),Crime|Drama|Horror|Thriller,Jonathan Kesselman,Adam Goldberg|Judy Greer|Andy Dick|Mario Van Peebles
69211,Boy Eats Girl (2005),Comedy|Horror,Vadim Perelman,Jennifer Connelly|Ben Kingsley|Ron Eldard|Shohreh Aghdashloo|Jonathan Ahdout|Frances Fisher
69224,Marius and Jeanette (Marius et Jeannette) (1997),Comedy|Drama|Romance,John Henderson,Kenneth Cranham|Leo Bill|Derek Jacobi|Rosanna Lavelle
69227,Ernest Rides Again (1993),Children|Comedy,Patty Jenkins,Charlize Theron|Christina Ricci|Bruce Dern|Lee Tergesen|Annie Corley|Pruitt Taylor Vince|Marc Macaulay|Scott Wilson|Kane Hodder|
69251,Special (2006),Drama|Fantasy,Shawn Levy,Steve Martin|Bonnie Hunt|Piper Perabo|Tom Welling|Hilary Duff|Kevin G. Schmidt|Alyson Stoner|Jacob Smith|Liliana Mumy|Morgan York|Forrest Landis|Blake Woodruff|Paula Marshall|Steven Anthony Lawrence|Alan Ruck|Richard Jenkins|Holmes Osborne|Vanessa Bell Calloway|Rex Linn|Dax Shepard|David Bowe|Amy Hill|Joel McCrary|Regis Philbin|Kelly Ripa|Ashton Kutcher|Jared Padalecki
69275,Dead Snow (D??d sn??) (2009),Action|Adventure|Comedy|Horror,Anthony Minghella,Jude Law|Nicole Kidman|Ren\u00e9e Zellweger|Eileen Atkins|Brendan Gleeson|Philip Seymour Hoffman|Natalie Portman|Giovanni Ribisi|Donald Sutherland|Ray Winstone|Kathy Baker|James Gammon|Charlie Hunnam|Jack White|Ethan Suplee|Jena Malone|Melora Walters|Lucas Black|Taryn Manning|Tom Aldredge|James Rebhorn|Emily Deschanel|Cillian Murphy|
69278,Land of the Lost (2009),Action|Adventure|Comedy|Sci-Fi,John Woo,Ben Affleck|Uma Thurman|Aaron Eckhart|Michael C. Hall
69304,Imagine That (2009),Comedy|Drama|Fantasy,P.J. Hogan,Jason Isaacs|Jeremy Sumpter|Rachel Hurd-Wood|Lynn Redgrave
69306,Taking of Pelham 1 2 3|The (2009),Crime|Drama|Thriller,Robert Altman,Neve Campbell|Malcolm McDowell|James Franco|Barbara E. Robertson
69394,Stoning of Soraya M.|The (2008),Crime|Drama,Simon Wincer,Richard Romanus|Patrick Elyas|G\u00e9rard Rudolf|Biana Tamimi
69406,Proposal|The (2009),Comedy|Romance,Sue Brooks,Toni Collette|Gotaro Tsunashima|Mattew Dyktynski|Lynette Curran
69436,Year One (2009),Adventure|Comedy,Jean-Claude Brisseau,Coralie Revel|Sabrina Seyvecou|Roger Mirmont|Fabrice Deville|Blandine Bury
69453,Land That Time Forgot|The (1975),Adventure|Sci-Fi,Andy Cadiff,Mandy Moore|Jeremy Piven|Annabella Sciorra|Mark Harmon|Matthew Goode
69469,Garfield's Pet Force (2009),Animation,Cheryl Dunye,Eddie Griffin|Anthony Anderson|Michael Imperioli|Paula Jai Parker|Joanna Bacalso|Bai Ling|Method Man|Amy Sedaris|Tom 'Tiny' Lister Jr.
69481,Hurt Locker|The (2008),Action|Drama|Thriller|War,Nick Broomfield|Joan Churchill,Aileen Wuornos|Nick Broomfield|Jeb Bush|Steve Glazer
69495,Breakfast with Scot (2007),Drama|Romance,Nuri Bilge Ceylan,Muzaffer \u00d6zdemir|Emin Toprak|Zuhal Gencer Erkaya|Nazan Kirilmis
69516,Limits of Control|The (2009),Crime|Drama|Film-Noir,John Hamburg,Ben Stiller|Jennifer Aniston|Philip Seymour Hoffman|Debra Messing|Alec Baldwin|Hank Azaria|Bryan Brown|Jsu Garcia|Michele Lee|Bob Dishy|Missi Pyle|Judah Friedlander|Kevin Hart|Masi Oka|Kym Whitley|Cheryl Hines|Caroline Aaron|Mark Adair-Rios|Jeffrey Ross|David Wain
69524,Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller,Timothy Bj\u00f6rklund,Nathan Lane|Kelsey Grammer|Shaun Flemming|Debra Jo Rupp
69526,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,Joseph Kahn,John Ashker|Max Beesley|Jackson Bolt|Dane Cook|Ice Cube
69529,Home (2009),Documentary,Jafar Panahi,Hossain Emadeddin|Pourang Nakhael|Azita Rayeji|Kamyar Sheisi
69604,Whatever Works (2009),Comedy|Romance,Saddiq Barmak,Marina Goldbahari|Arif Herati|Zubaida Sahar|Gol Ragman Ghorbandi
69606,Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance,Jack Clayton,Robert Redford|Mia Farrow|Bruce Dern|Karen Black
69640,Public Enemies (2009),Crime|Drama|Thriller,Peter Kosminsky,Juliette Binoche|Ralph Fiennes|Janet McTeer|Sophie Ward
69644,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,Robert Wise,Harry Belafonte|Robert Ryan|Shelley Winters|Ed Begley
69654,Prison Break: The Final Break (2009),Action|Drama|Thriller,Stanley Kramer,Vivien Leigh|Simone Signoret|Jos\u00e9 Ferrer|Lee Marvin
69685,Daria: Is It College Yet? (2002),Animation|Comedy,George Axelrod,Roddy McDowall|Tuesday Weld|Lola Albright|Martin West
69712,My Sister's Keeper (2009),Drama,Roy Boulting,Peter Sellers|Goldie Hawn|Tony Britton|Nicky Henson
69720,Hood of Horror (2006),Comedy|Drama|Horror,Sydney Pollack,Natalie Wood|Robert Redford|Charles Bronson|Kate Reid
69746,Watchmen: Tales of the Black Freighter (2009),Action|Adventure|Animation|Horror,Dennis Feldman,James Belushi|John Ritter|Barbara Barrie|Bill Morey
69757,(500) Days of Summer (2009),Comedy|Drama|Romance,Eugene Levy,John Candy|James Belushi|Cybill Shepherd|Sean Young|Richard Lewis|Ornella Muti|Giancarlo Giannini|George Hamilton|Joss Ackland|Elsa Martinelli|Eugene Levy
69784,Br??no (Bruno) (2009),Comedy,Robert Altman,Julie Hagerty|Jeff Goldblum|Glenda Jackson|Tom Conti
69805,Librarian|The: The Curse of the Judas Chalice (2008),Action|Adventure|Fantasy,David Green,Phil Collins|Julie Walters|Larry Lamb|Stephanie Lawrence
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,Bill Fishman,David Johansen|John C. McGinley|Fran Drescher|Nipsey Russell
69849,Roots (1977),Drama|War,Delbert Mann,George C. Scott|Susannah York|Ian Bannen|Jack Hawkins
